Id,name,year,number of 4,number of 6,team,win,loss,draw
2842,c,1989,15,0,bb,1,0,0
2843,j,1991,12,11,aa,1,0,0
2844,p,1997,0,2,bb,0,1,0
2845,w,1990,7,9,dd,0,1,0
2846,n,2006,20,4,dd,0,1,0
2847,d,1989,16,0,bb,1,0,0
2848,i,1999,21,5,dd,1,0,0
2849,o,2006,7,6,bb,0,0,1
2850,g,1988,21,11,dd,0,0,1
2851,i,1993,6,11,bb,1,0,0
2852,c,2008,9,1,dd,0,0,1
2853,v,2006,2,8,dd,1,0,0
2854,m,2008,17,8,aa,0,0,1
2855,t,1992,17,9,dd,1,0,0
2856,v,1996,15,7,cc,0,0,1
2857,y,1991,6,1,aa,0,1,0
2858,v,1991,22,6,ee,0,1,0
2859,y,1998,12,2,dd,0,0,1
2860,h,2004,9,15,ee,0,1,0
2861,j,1989,18,8,cc,0,0,1
2862,p,2002,21,10,bb,1,0,0
2863,d,2007,7,15,bb,0,1,0
2864,q,1995,4,6,dd,0,1,0
2865,o,2002,18,8,dd,0,1,0
2866,d,1989,5,2,aa,0,0,1
2867,f,1993,19,10,aa,1,0,0
2868,n,2008,11,3,ee,1,0,0
2869,v,1995,20,8,aa,0,1,0
2870,g,2002,25,12,bb,0,1,0
2871,s,1991,5,9,dd,0,1,0
2872,w,2005,2,15,bb,0,0,1
2873,h,2008,25,6,ee,0,1,0
2874,c,1988,9,11,cc,0,1,0
2875,w,1992,7,15,aa,0,1,0
2876,b,1999,7,15,aa,0,0,1
2877,v,1990,15,0,dd,1,0,0
2878,q,2007,9,5,aa,0,0,1
2879,a,1993,25,2,dd,1,0,0
2880,k,1996,12,4,aa,1,0,0
2881,n,1993,0,5,dd,1,0,0
2882,w,1995,3,5,dd,1,0,0
2883,x,2008,1,7,aa,0,1,0
2884,j,2009,11,15,bb,1,0,0
2885,m,2010,20,0,bb,0,1,0
2886,s,1993,22,2,bb,0,1,0
2887,b,1991,8,1,ee,0,1,0
2888,a,2010,1,11,dd,0,0,1
2889,q,2008,16,15,dd,0,0,1
2890,o,2005,19,6,aa,1,0,0
2891,g,1997,24,14,ee,0,0,1
2892,z,1995,12,8,cc,1,0,0
2893,v,2007,4,7,bb,0,0,1
2894,q,2004,16,4,bb,1,0,0
2895,d,2001,14,4,dd,1,0,0
2896,a,1992,24,7,bb,0,1,0
2897,j,2002,24,4,bb,1,0,0
2898,o,2003,16,10,ee,0,0,1
2899,h,2005,1,3,aa,1,0,0
2900,q,2003,11,15,cc,0,0,1
2901,w,2002,19,15,dd,1,0,0
2902,u,2005,8,6,dd,1,0,0
2903,r,1990,20,7,aa,0,0,1
2904,v,1988,0,10,ee,0,0,1
2905,q,2001,7,15,dd,0,0,1
2906,x,1989,7,9,aa,1,0,0
2907,c,1991,10,7,aa,0,0,1
2908,c,2007,10,1,aa,0,1,0
2909,r,2007,22,9,dd,0,0,1
2910,s,1996,7,11,aa,0,1,0
2911,f,2003,20,13,aa,0,1,0
2912,n,2007,8,12,cc,0,1,0
2913,n,1992,16,9,aa,0,1,0
2914,s,1989,16,0,aa,1,0,0
2915,r,2007,3,7,aa,0,1,0
2916,g,1996,6,12,aa,0,1,0
2917,i,2000,13,7,dd,1,0,0
2918,w,1990,22,8,cc,0,0,1
2919,h,1999,4,5,dd,0,0,1
2920,z,2003,16,9,bb,1,0,0
2921,h,1989,8,11,bb,1,0,0
2922,m,2002,15,7,aa,1,0,0
2923,h,1989,4,4,ee,0,0,1
2924,o,1996,18,8,bb,0,0,1
2925,m,1993,8,3,dd,0,0,1
2926,s,1997,7,9,aa,1,0,0
2927,o,1990,18,4,aa,1,0,0
2928,c,1992,17,8,cc,1,0,0
2929,l,2008,13,12,cc,0,0,1
2930,d,1997,22,5,aa,1,0,0
2931,y,2003,6,3,ee,1,0,0
2932,r,2004,6,10,bb,1,0,0
2933,d,1994,3,8,ee,1,0,0
2934,u,2001,3,2,cc,0,0,1
2935,c,2002,20,13,bb,0,1,0
2936,b,2001,22,7,ee,1,0,0
2937,h,1989,10,8,cc,0,1,0
2938,i,1997,12,1,bb,0,1,0
2939,s,1995,5,5,ee,0,0,1
2940,s,1997,0,10,aa,1,0,0
2941,k,2010,22,0,aa,0,0,1
2942,u,2002,6,8,cc,0,1,0
2943,h,1997,20,5,dd,0,1,0
2944,f,1995,24,13,cc,0,0,1
2945,x,1990,24,15,bb,0,0,1
2946,b,1997,0,10,ee,1,0,0
2947,w,2009,20,5,dd,0,1,0
2948,x,1990,20,6,cc,1,0,0
2949,m,2005,7,8,ee,0,1,0
2950,j,1997,24,10,cc,0,0,1
2951,t,1993,19,8,bb,0,1,0
2952,w,1991,5,4,ee,0,1,0
2953,y,2003,2,5,cc,1,0,0
2954,f,2007,12,0,cc,0,0,1
2955,r,2004,11,6,cc,0,1,0
2956,b,1999,2,3,cc,0,1,0
2957,g,1990,14,7,ee,0,0,1
2958,m,1988,20,5,bb,1,0,0
2959,l,1989,10,9,cc,0,1,0
2960,u,1994,24,14,bb,0,0,1
2961,m,2000,16,11,cc,0,0,1
2962,u,2008,11,7,bb,1,0,0
2963,k,2000,15,1,bb,0,1,0
2964,g,2010,14,12,ee,0,0,1
2965,h,2008,6,14,ee,0,1,0
2966,o,2009,11,2,cc,0,0,1
2967,b,1995,21,8,dd,0,1,0
2968,t,1997,20,2,bb,1,0,0
2969,j,1992,7,12,cc,1,0,0
2970,l,2005,10,2,aa,1,0,0
2971,a,2008,15,3,cc,0,1,0
2972,x,1997,10,0,cc,0,1,0
2973,e,2005,4,10,cc,1,0,0
2974,q,2001,19,5,aa,0,0,1
2975,k,1990,24,9,cc,0,1,0
2976,o,2002,15,13,ee,1,0,0
2977,e,1991,4,10,ee,0,1,0
2978,q,1997,22,6,cc,0,0,1
2979,c,1988,18,0,aa,1,0,0
2980,y,1994,14,8,aa,1,0,0
2981,m,1998,19,2,dd,0,0,1
2982,m,2002,13,5,bb,0,1,0
2983,a,2009,23,13,ee,0,0,1
2984,p,1989,7,15,aa,1,0,0
2985,v,1998,11,2,dd,0,0,1
2986,f,1995,7,4,cc,0,0,1
2987,y,2000,22,14,cc,0,0,1
2988,n,1998,9,15,ee,0,0,1
2989,y,1989,3,1,aa,0,0,1
2990,g,1999,5,1,bb,1,0,0
2991,b,1999,14,7,aa,0,1,0
2992,h,2005,8,7,dd,0,1,0
2993,s,2004,6,10,dd,0,1,0
2994,p,2003,14,3,ee,0,1,0
2995,s,1992,20,8,cc,1,0,0
2996,e,2005,19,12,bb,0,0,1
2997,d,1995,16,10,aa,0,0,1
2998,m,1988,14,10,aa,0,0,1
2999,x,1998,6,5,cc,0,1,0
3000,j,2005,10,12,cc,1,0,0
3001,o,2007,23,4,ee,1,0,0
3002,d,2003,12,4,bb,1,0,0
3003,k,1997,14,11,dd,1,0,0
3004,w,2005,8,9,aa,0,0,1
3005,r,1988,13,7,bb,0,1,0
3006,p,2000,7,10,dd,1,0,0
3007,n,1999,0,3,ee,0,1,0
3008,m,2002,1,1,ee,1,0,0
3009,l,2005,1,14,aa,0,0,1
3010,m,1993,6,5,cc,1,0,0
3011,u,2010,22,9,dd,0,0,1
3012,r,2001,7,8,dd,0,0,1
3013,q,1999,8,15,ee,0,0,1
3014,b,2005,21,15,bb,0,0,1
3015,v,1996,11,9,bb,1,0,0
3016,o,2000,19,4,ee,0,1,0
3017,c,1991,24,13,cc,1,0,0
3018,b,2010,6,10,aa,0,1,0
3019,l,1989,25,6,cc,0,1,0
3020,g,1993,25,8,ee,0,1,0
3021,f,2009,8,9,ee,0,1,0
3022,r,2003,22,5,bb,0,1,0
3023,a,1997,11,15,bb,0,0,1
3024,f,1995,18,6,aa,1,0,0
3025,u,2004,6,14,cc,0,1,0
3026,e,2001,8,7,bb,0,1,0
3027,k,1994,17,6,ee,0,1,0
3028,a,2003,16,0,cc,1,0,0
3029,m,2004,11,13,aa,0,1,0
3030,u,1989,6,12,cc,0,0,1
3031,i,2007,15,10,aa,0,0,1
3032,n,1990,4,8,aa,0,1,0
3033,o,1993,7,2,dd,0,1,0
3034,h,2000,0,4,cc,0,1,0
3035,r,2000,17,13,dd,0,0,1
3036,z,1999,10,1,dd,0,0,1
3037,r,2002,10,4,ee,0,0,1
3038,l,2005,15,5,aa,0,1,0
3039,x,1992,15,7,bb,0,1,0
3040,n,1996,11,4,aa,0,0,1
3041,u,2006,24,15,dd,0,0,1
3042,c,1997,2,9,aa,0,1,0
3043,o,1997,24,2,ee,0,1,0
3044,z,1989,5,4,aa,1,0,0
3045,f,2010,17,7,ee,0,1,0
3046,e,2004,15,9,ee,0,0,1
3047,w,1989,20,13,bb,1,0,0
3048,j,2007,10,5,aa,0,0,1
3049,p,2003,23,10,ee,1,0,0
3050,x,2003,7,13,bb,1,0,0
3051,e,1992,23,3,aa,1,0,0
3052,s,1993,15,6,bb,1,0,0
3053,e,2008,4,4,cc,0,0,1
3054,c,2001,16,6,cc,0,1,0
3055,o,2004,22,10,ee,1,0,0
3056,j,2000,3,7,aa,1,0,0
3057,a,2001,8,12,cc,0,0,1
3058,e,1990,7,0,cc,0,1,0
3059,g,1992,17,9,dd,1,0,0
3060,e,1989,25,1,ee,0,1,0
3061,v,2007,21,10,ee,1,0,0
3062,a,1991,6,11,aa,1,0,0
3063,a,1996,6,9,cc,0,1,0
3064,g,2008,16,0,aa,0,1,0
3065,p,1997,5,14,dd,1,0,0
3066,w,2003,23,11,dd,1,0,0
3067,u,1990,22,3,ee,0,1,0
3068,f,2000,14,7,bb,1,0,0
3069,s,1996,25,7,cc,0,0,1
3070,d,1998,2,15,ee,0,0,1
3071,j,1999,15,0,cc,0,1,0
3072,l,1998,16,14,dd,0,1,0
3073,o,2009,16,5,aa,1,0,0
3074,y,1998,8,3,cc,0,1,0
3075,g,1999,1,10,aa,1,0,0
3076,a,2002,9,12,cc,0,0,1
3077,g,2010,12,13,ee,1,0,0
3078,h,1990,8,2,ee,0,0,1
3079,i,2006,16,15,aa,1,0,0
3080,j,2007,16,10,cc,0,1,0
3081,p,1992,22,15,dd,1,0,0
3082,j,1999,9,12,cc,1,0,0
3083,j,2009,18,14,dd,0,1,0
3084,f,1996,16,7,dd,0,1,0
3085,u,2010,16,6,bb,0,1,0
3086,q,2003,12,1,ee,1,0,0
3087,o,2009,22,10,ee,0,1,0
3088,n,2003,1,12,cc,1,0,0
3089,z,1989,10,11,cc,0,0,1
3090,p,2000,9,5,cc,0,1,0
3091,m,1988,18,11,bb,0,1,0
3092,c,2002,18,6,ee,0,1,0
3093,v,2009,1,12,ee,0,1,0
3094,q,1997,25,13,aa,0,1,0
3095,d,1998,4,7,cc,0,1,0
3096,b,2005,22,4,dd,1,0,0
3097,f,2009,1,13,cc,1,0,0
3098,x,1995,14,13,aa,0,1,0
3099,d,1988,0,6,cc,1,0,0
3100,q,1995,4,15,ee,1,0,0
3101,f,1993,24,14,cc,0,0,1
3102,i,1998,21,2,ee,1,0,0
3103,g,1995,11,2,bb,0,1,0
3104,u,1992,22,12,dd,1,0,0
3105,j,2005,2,1,aa,1,0,0
3106,z,1989,2,1,cc,0,1,0
3107,d,1993,5,7,dd,1,0,0
3108,z,1990,20,12,dd,0,0,1
3109,m,1989,19,9,cc,0,0,1
3110,d,2000,1,7,aa,1,0,0
3111,x,1999,6,12,dd,0,1,0
3112,o,2010,12,1,aa,1,0,0
3113,x,1989,20,13,cc,1,0,0
3114,c,2004,15,9,bb,1,0,0
3115,u,1994,7,10,ee,0,1,0
3116,r,2001,13,10,dd,0,1,0
3117,b,1997,9,12,ee,0,0,1
3118,x,1997,25,15,ee,0,1,0
3119,w,1999,0,15,dd,1,0,0
3120,r,1989,1,2,dd,0,0,1
3121,y,1989,17,1,bb,0,1,0
3122,i,1998,6,1,bb,0,1,0
3123,i,1995,2,4,ee,1,0,0
3124,i,2001,25,15,dd,0,0,1
3125,t,2005,20,8,aa,0,1,0
3126,y,2005,6,2,bb,0,0,1
3127,e,1994,22,8,bb,0,0,1
3128,p,1995,16,13,cc,1,0,0
3129,r,2001,19,10,cc,0,0,1
3130,t,1990,14,8,ee,0,1,0
3131,y,1991,7,4,aa,1,0,0
3132,c,2005,11,3,dd,0,0,1
3133,a,1988,20,12,bb,0,1,0
3134,c,2002,7,6,ee,0,0,1
3135,t,1998,21,1,dd,1,0,0
3136,k,1989,25,9,dd,0,0,1
3137,r,2006,8,0,aa,0,1,0
3138,s,2008,16,7,aa,0,1,0
3139,k,1999,10,14,dd,0,1,0
3140,i,2007,2,12,dd,1,0,0
3141,v,1989,7,1,dd,0,0,1
3142,v,1995,1,3,aa,1,0,0
3143,a,2005,1,3,dd,0,0,1
3144,g,2004,2,11,aa,1,0,0
3145,b,1992,7,0,dd,0,1,0
3146,y,1997,19,3,dd,0,0,1
3147,h,2003,8,11,dd,1,0,0
3148,h,1988,13,14,cc,0,0,1
3149,k,2002,7,11,dd,0,1,0
3150,t,1992,6,15,aa,0,0,1
3151,z,1995,6,7,ee,1,0,0
3152,o,1995,12,2,dd,0,1,0
3153,s,1991,4,4,aa,0,1,0
3154,a,1995,21,0,cc,0,1,0
3155,g,1998,10,15,cc,0,0,1
3156,g,1992,14,14,bb,0,0,1
3157,i,1992,11,10,dd,0,0,1
3158,r,1998,10,10,bb,0,0,1
3159,c,1998,12,2,bb,1,0,0
3160,r,2005,3,14,dd,1,0,0
3161,h,2008,4,4,aa,0,0,1
3162,x,1992,6,6,ee,0,1,0
3163,t,2008,17,8,aa,1,0,0
3164,t,2009,19,11,cc,0,1,0
3165,f,1995,7,11,dd,1,0,0
3166,e,2010,7,14,dd,1,0,0
3167,r,1996,24,14,dd,0,0,1
3168,g,2001,19,15,ee,0,1,0
3169,h,2007,20,5,cc,1,0,0
3170,j,2003,0,2,ee,0,1,0
3171,e,1997,19,15,cc,1,0,0
3172,r,2000,2,13,aa,0,0,1
3173,l,2008,8,8,bb,0,1,0
3174,b,1998,25,12,ee,0,1,0
3175,h,1991,20,10,ee,0,0,1
3176,u,2007,4,6,bb,0,1,0
3177,i,1999,7,9,aa,0,0,1
3178,k,1996,17,7,dd,0,0,1
3179,v,2010,9,0,aa,1,0,0
3180,b,1997,12,0,aa,0,1,0
3181,r,2007,7,9,cc,0,1,0
3182,w,2003,0,15,dd,0,0,1
3183,l,2005,14,3,dd,1,0,0
3184,q,1994,17,1,aa,1,0,0
3185,n,2009,9,15,bb,0,0,1
3186,i,1994,20,13,bb,0,1,0
3187,m,2001,14,1,ee,1,0,0
3188,t,1996,6,9,bb,0,1,0
3189,c,2009,11,8,aa,0,0,1
3190,p,2006,4,10,ee,0,1,0
3191,d,2008,2,3,dd,1,0,0
3192,s,2008,9,9,bb,0,0,1
3193,s,1988,25,6,ee,0,1,0
3194,d,1995,1,1,aa,0,1,0
3195,a,1998,25,7,ee,0,1,0
3196,u,2005,19,3,cc,0,0,1
3197,y,1996,6,9,ee,0,1,0
3198,a,1999,11,2,bb,0,1,0
3199,z,1998,24,6,bb,1,0,0
3200,m,1990,17,8,cc,0,0,1
3201,m,1998,15,0,bb,0,0,1
3202,n,2006,8,2,ee,0,0,1
3203,k,1991,18,3,cc,1,0,0
3204,n,1993,8,8,ee,0,1,0
3205,k,1992,17,4,aa,0,1,0
3206,l,2004,9,3,dd,0,1,0
3207,z,2006,25,2,aa,0,1,0
3208,c,2008,12,6,aa,0,0,1
3209,u,1994,18,10,aa,0,0,1
3210,p,1991,14,3,aa,0,1,0
3211,s,2007,7,14,cc,1,0,0
3212,m,2002,11,12,cc,0,0,1
3213,r,1993,18,6,ee,1,0,0
3214,l,2007,6,4,cc,0,0,1
3215,j,1993,15,10,dd,0,0,1
3216,z,1995,7,5,dd,0,0,1
3217,u,1996,24,8,dd,0,1,0
3218,r,2004,0,4,dd,0,1,0
3219,i,2002,17,3,cc,1,0,0
3220,u,1994,0,7,dd,1,0,0
3221,t,2009,12,12,bb,1,0,0
3222,n,1997,1,0,aa,0,1,0
3223,n,2009,23,5,dd,0,1,0
3224,r,1999,24,4,cc,0,0,1
3225,y,1999,1,14,ee,0,1,0
3226,r,2009,23,8,ee,1,0,0
3227,j,1988,10,5,dd,0,1,0
3228,b,2006,24,1,ee,0,0,1
3229,b,1988,4,13,ee,0,1,0
3230,w,2009,8,13,cc,1,0,0
3231,o,2008,12,9,cc,1,0,0
3232,b,1992,8,11,cc,0,0,1
3233,q,1993,12,4,ee,0,0,1
3234,k,2008,21,2,cc,1,0,0
3235,j,1998,0,3,bb,0,0,1
3236,w,1988,16,11,cc,1,0,0
3237,c,1994,16,9,bb,0,0,1
3238,j,1993,6,13,cc,1,0,0
3239,i,2004,18,11,ee,1,0,0
3240,h,1992,22,3,bb,0,1,0
3241,a,1995,12,3,cc,0,1,0
3242,c,1995,16,4,cc,0,0,1
3243,z,2006,14,5,cc,1,0,0
3244,p,1992,22,13,ee,0,1,0
3245,u,2007,18,0,bb,0,1,0
3246,l,2000,21,4,dd,1,0,0
3247,y,2007,21,11,aa,0,0,1
3248,j,2002,16,1,bb,0,0,1
3249,h,2009,25,7,ee,0,0,1
3250,l,2002,5,1,aa,0,0,1
3251,y,1994,9,1,aa,0,0,1
3252,p,2001,2,8,cc,1,0,0
3253,n,2004,19,9,ee,1,0,0
3254,p,2006,18,4,ee,0,0,1
3255,i,1996,15,9,cc,0,0,1
3256,d,1990,10,2,dd,0,1,0
3257,y,2001,2,8,dd,0,1,0
3258,h,1998,21,11,ee,1,0,0
3259,h,1988,14,14,cc,0,1,0
3260,o,1992,1,8,dd,0,0,1
3261,j,1996,19,3,dd,0,1,0
3262,m,1988,24,13,bb,0,0,1
3263,s,1989,2,15,cc,0,0,1
3264,b,1996,14,2,aa,0,0,1
3265,w,1998,21,5,dd,0,1,0
3266,j,2006,4,1,aa,0,0,1
3267,u,1990,2,5,cc,0,0,1
3268,g,2003,9,7,ee,1,0,0
3269,j,1992,4,13,cc,0,0,1
3270,d,2007,10,10,cc,0,0,1
3271,f,1990,12,6,bb,1,0,0
3272,z,1997,7,1,cc,0,0,1
3273,f,2002,4,10,cc,0,1,0
3274,e,2003,8,1,dd,1,0,0
3275,l,1994,13,14,cc,1,0,0
3276,y,2006,1,15,ee,1,0,0
3277,z,2001,4,3,bb,1,0,0
3278,a,1989,2,3,aa,0,1,0
3279,n,2001,3,2,ee,1,0,0
3280,b,2007,19,3,cc,0,0,1
3281,n,2004,5,5,ee,1,0,0
3282,l,2005,5,4,aa,0,1,0
3283,z,1997,18,13,bb,0,1,0
3284,l,2002,18,7,bb,1,0,0
3285,c,1988,24,8,aa,0,0,1
3286,d,2009,1,15,aa,1,0,0
3287,o,2001,11,4,bb,1,0,0
3288,f,1997,15,10,dd,1,0,0
3289,h,2002,17,5,ee,1,0,0
3290,g,2001,25,2,bb,0,0,1
3291,k,1999,14,2,aa,0,0,1
3292,m,2009,7,8,aa,1,0,0
3293,b,2005,17,14,aa,0,0,1
3294,s,2005,25,14,bb,0,0,1
3295,r,2006,4,11,ee,0,0,1
3296,g,2010,7,15,dd,0,1,0
3297,y,2005,1,12,dd,0,1,0
3298,n,2002,16,1,dd,0,0,1
3299,h,2004,12,2,aa,0,0,1
3300,y,2002,14,15,bb,1,0,0
3301,d,1990,22,5,dd,1,0,0
3302,r,1990,25,3,ee,0,0,1
3303,h,2008,11,3,dd,0,1,0
3304,b,2009,13,7,ee,0,1,0
3305,q,2010,4,15,ee,0,1,0
3306,p,1997,9,3,dd,1,0,0
3307,b,2006,9,1,cc,0,1,0
3308,r,2007,7,0,ee,0,0,1
3309,s,2001,20,0,aa,1,0,0
3310,n,1996,6,10,ee,0,0,1
3311,h,2006,12,1,ee,0,0,1
3312,c,1997,22,13,aa,1,0,0
3313,w,1990,6,9,aa,0,1,0
3314,t,1997,3,13,ee,1,0,0
3315,a,2000,1,3,bb,0,0,1
3316,r,1991,10,7,cc,0,0,1
3317,c,2000,9,2,bb,0,0,1
3318,u,2009,15,9,ee,0,0,1
3319,y,2007,4,5,aa,0,0,1
3320,m,1992,8,3,bb,0,0,1
3321,a,1992,24,6,aa,0,1,0
3322,m,2008,12,3,aa,0,0,1
3323,l,1996,22,14,cc,0,0,1
3324,k,2005,19,14,ee,0,0,1
3325,j,2007,10,12,dd,1,0,0
3326,n,2004,7,6,ee,0,0,1
3327,o,2004,15,5,dd,0,1,0
3328,r,2001,24,4,aa,0,1,0
3329,y,2002,9,13,ee,0,0,1
3330,h,1993,13,7,cc,0,1,0
3331,h,2010,7,1,dd,1,0,0
3332,c,2006,25,2,aa,0,1,0
3333,e,2010,23,2,aa,0,1,0
3334,h,2004,14,3,dd,0,0,1
3335,a,2001,6,5,aa,1,0,0
3336,i,2009,8,4,ee,0,0,1
3337,q,2000,17,1,aa,0,1,0
3338,z,2006,9,14,bb,1,0,0
3339,t,1996,2,4,dd,0,1,0
3340,b,2005,16,8,dd,1,0,0
3341,e,1990,22,9,ee,0,0,1
3342,c,1993,8,4,aa,1,0,0
3343,d,2007,5,15,cc,0,1,0
3344,u,2006,17,6,cc,0,1,0
3345,v,2006,0,13,dd,1,0,0
3346,g,2005,20,11,bb,1,0,0
3347,q,1994,9,10,cc,0,0,1
3348,y,2004,20,10,dd,1,0,0
3349,x,2000,20,6,cc,1,0,0
3350,q,1994,11,12,dd,0,0,1
3351,g,2002,23,14,aa,0,0,1
3352,z,2001,20,13,dd,0,1,0
3353,y,1994,12,11,dd,0,0,1
3354,l,1991,18,12,bb,1,0,0
3355,y,1989,4,11,ee,1,0,0
3356,q,2008,13,9,bb,0,1,0
3357,b,1989,13,3,cc,1,0,0
3358,b,2010,2,14,dd,1,0,0
3359,q,2006,16,9,aa,0,1,0
3360,s,2010,15,6,cc,0,0,1
3361,y,2007,21,3,bb,0,1,0
3362,u,2003,16,13,cc,0,1,0
3363,h,1999,18,15,ee,0,0,1
3364,q,2010,3,6,dd,1,0,0
3365,f,2000,25,3,cc,1,0,0
3366,l,2006,3,8,dd,1,0,0
3367,l,1999,19,9,bb,0,1,0
3368,b,2002,5,7,ee,1,0,0
3369,o,1997,12,6,bb,0,1,0
3370,n,2004,21,9,bb,0,0,1
3371,u,1992,11,3,cc,0,1,0
3372,c,1991,17,3,ee,0,1,0
3373,f,1997,18,14,aa,0,0,1
3374,c,2010,15,11,bb,0,1,0
3375,v,1993,8,9,ee,0,0,1
3376,c,2009,15,9,aa,1,0,0
3377,a,1997,9,4,aa,0,1,0
3378,y,2009,13,2,bb,0,0,1
3379,v,1989,1,5,bb,0,1,0
3380,c,1995,20,10,bb,0,1,0
3381,k,2010,2,1,bb,0,1,0
3382,q,2006,17,9,dd,0,0,1
3383,q,2006,24,8,ee,1,0,0
3384,w,1994,11,7,bb,0,0,1
3385,n,1988,12,14,dd,0,1,0
3386,i,1999,22,0,aa,1,0,0
3387,s,2002,10,4,cc,1,0,0
3388,k,1993,0,12,dd,0,1,0
3389,v,2009,17,0,dd,0,0,1
3390,s,1995,17,12,bb,0,1,0
3391,u,1990,1,4,bb,0,1,0
3392,f,2008,20,9,bb,1,0,0
3393,l,2007,11,1,bb,0,1,0
3394,r,1997,3,3,bb,1,0,0
3395,e,2007,13,5,cc,0,0,1
3396,j,2010,5,5,bb,0,0,1
3397,k,2004,17,11,dd,0,1,0
3398,j,1989,3,13,dd,0,0,1
3399,e,2006,5,15,dd,1,0,0
3400,v,1997,4,1,bb,1,0,0
3401,d,1996,21,15,aa,1,0,0
3402,b,1994,13,4,cc,0,0,1
3403,z,2004,6,8,aa,1,0,0
3404,g,2007,8,8,bb,0,0,1
3405,p,2004,2,12,bb,1,0,0
3406,i,1988,4,12,aa,1,0,0
3407,t,2006,4,4,ee,1,0,0
3408,e,2004,18,7,aa,1,0,0
3409,u,1993,6,13,dd,1,0,0
3410,e,1993,10,12,aa,0,1,0
3411,s,1995,24,13,ee,1,0,0
3412,g,1995,23,8,ee,1,0,0
3413,m,2010,8,6,bb,1,0,0
3414,p,2009,7,1,bb,0,1,0
3415,u,1998,13,15,ee,0,0,1
3416,j,2009,14,9,bb,1,0,0
3417,l,1990,19,6,dd,1,0,0
3418,w,2008,4,14,bb,0,1,0
3419,a,1994,17,5,bb,1,0,0
3420,c,1998,21,0,cc,1,0,0
3421,x,2010,7,2,ee,0,0,1
3422,x,2001,15,2,ee,0,0,1
3423,v,2001,16,9,cc,0,1,0
3424,p,1990,19,7,aa,0,0,1
3425,h,2007,24,1,ee,1,0,0
3426,k,1998,22,7,bb,1,0,0
3427,f,1996,6,10,dd,1,0,0
3428,q,2005,22,13,aa,0,0,1
3429,e,2002,1,14,dd,0,0,1
3430,m,1993,21,5,bb,1,0,0
3431,n,1998,0,2,aa,0,1,0
3432,h,1988,9,7,cc,1,0,0
3433,r,2010,1,8,ee,1,0,0
3434,a,1998,25,0,bb,1,0,0
3435,d,2001,18,12,aa,1,0,0
3436,h,1993,11,1,bb,1,0,0
3437,e,1994,15,12,aa,0,1,0
3438,h,2009,0,2,bb,0,1,0
3439,p,2000,14,7,dd,0,0,1
3440,l,2005,25,11,cc,0,1,0
3441,u,2000,4,4,ee,1,0,0
3442,k,2009,5,15,dd,0,1,0
3443,u,2007,23,7,ee,1,0,0
3444,e,1997,4,14,cc,0,0,1
3445,l,2005,17,2,aa,0,0,1
3446,p,1998,18,14,aa,1,0,0
3447,g,1993,3,9,cc,1,0,0
3448,a,2009,11,4,dd,0,1,0
3449,y,1995,13,8,dd,0,0,1
3450,m,1995,15,9,aa,0,1,0
3451,w,2009,6,1,ee,0,1,0
3452,p,2000,0,10,dd,0,0,1
3453,a,2003,15,15,cc,1,0,0
3454,k,2001,16,14,dd,1,0,0
3455,k,1996,15,14,cc,0,0,1
3456,w,2002,7,1,bb,0,1,0
3457,c,2008,21,14,bb,1,0,0
3458,x,2008,22,2,bb,0,1,0
3459,n,2005,21,0,dd,1,0,0
3460,d,1997,11,4,ee,0,1,0
3461,u,2001,5,4,ee,0,1,0
3462,x,1995,23,13,bb,0,0,1
3463,n,1993,24,11,cc,0,1,0
3464,m,2008,9,12,ee,0,1,0
3465,n,2001,0,13,bb,1,0,0
3466,t,1988,6,7,dd,1,0,0
3467,y,2004,12,3,bb,0,1,0
3468,p,2004,7,9,bb,1,0,0
3469,v,1990,5,4,aa,0,0,1
3470,g,2008,0,0,dd,0,0,1
3471,e,1998,25,11,aa,1,0,0
3472,g,1999,10,13,cc,1,0,0
3473,e,1999,12,6,ee,0,0,1
3474,t,2010,23,11,bb,0,1,0
3475,q,1990,19,14,bb,0,0,1
3476,p,2004,2,11,dd,1,0,0
3477,b,1999,15,8,aa,1,0,0
3478,n,2009,2,10,ee,0,1,0
3479,g,1994,3,3,cc,1,0,0
3480,t,1997,19,15,ee,1,0,0
3481,m,1993,12,10,ee,0,0,1
3482,j,2005,10,6,cc,0,1,0
3483,y,1995,20,15,bb,1,0,0
3484,z,2000,9,15,aa,1,0,0
3485,b,1994,24,7,dd,1,0,0
3486,l,2009,2,15,aa,0,0,1
3487,k,2000,18,0,dd,1,0,0
3488,j,1993,22,7,ee,0,0,1
3489,d,2000,22,11,aa,0,1,0
3490,v,1996,20,8,cc,0,0,1
3491,z,1993,12,0,bb,1,0,0
3492,a,2007,7,9,aa,0,0,1
3493,e,1999,7,4,bb,0,0,1
3494,b,1996,10,11,cc,0,1,0
3495,u,2007,12,15,ee,0,0,1
3496,t,2003,17,9,aa,1,0,0
3497,z,1997,21,5,bb,0,1,0
3498,x,2001,14,8,cc,0,1,0
3499,d,1997,9,6,cc,0,1,0
3500,e,2000,2,11,cc,0,0,1
3501,l,2001,6,2,aa,0,1,0
3502,i,1991,3,14,bb,0,0,1
3503,c,2001,23,14,dd,1,0,0
3504,f,2004,14,15,ee,0,0,1
3505,n,1990,19,13,bb,0,1,0
3506,t,2003,0,6,dd,0,0,1
